Vehicle_ID,Battery_Type,Vehicle_Type,Ambient_Temperature,Distance_Driven_km,State_of_Charge_%,Battery_Capacity_kWh,Current_Speed_kmph,Energy_Consumed_kWh,Predicted_Value
EV2246,LiFePO4,Truck,12.8,394.6,78.0,27.5,97.6,78.92,in demand
EV2622,NiMH,SUV,2.0,448.6,31.1,21.3,65.0,89.72,in demand
EV0078,LiFePO4,Truck,-2.4,207.6,62.6,88.7,70.8,41.52,in demand
EV2899,Li-ion,Sedan,37.0,70.6,57.5,50.9,72.3,14.12,not in demand
EV1315,NiMH,SUV,36.1,435.9,18.7,24.4,21.3,87.18,in demand
EV2695,Li-ion,SUV,32.8,356.6,81.9,56.9,2.3,71.32,in demand
EV0873,Li-ion,SUV,-8.5,319.4,89.8,83.2,37.7,63.88,in demand
EV0115,Li-ion,SUV,6.4,170.1,43.7,51.1,98.3,34.02,not in demand
EV1739,LiFePO4,Truck,6.5,170.3,10.0,21.8,28.2,34.06,not in demand
EV2966,Li-ion,SUV,15.0,355.0,46.5,23.3,52.1,71.0,in demand
EV3392,LiFePO4,SUV,-5.5,150.1,4.8,30.8,67.1,30.02,not in demand
EV2561,Li-ion,Truck,14.1,238.7,87.3,44.5,97.6,47.74,in demand
EV1763,Li-ion,SUV,26.5,147.8,34.6,54.7,24.4,29.56,not in demand
EV2636,LiFePO4,Sedan,-9.0,336.1,21.9,96.0,63.6,67.22,in demand
EV0146,LiFePO4,Truck,43.6,258.2,46.3,61.9,1.7,51.64,in demand
EV0376,NiMH,Truck,-9.4,344.2,26.2,89.0,116.4,68.84,in demand
EV1909,Li-ion,Hatchback,35.1,307.8,57.2,49.4,119.7,61.56,in demand
EV1781,NiMH,Truck,14.2,431.4,55.7,50.3,101.7,86.28,in demand
EV2009,NiMH,Truck,0.1,454.7,35.2,24.6,2.7,90.94,in demand
EV2594,LiFePO4,SUV,19.1,166.5,28.5,94.7,79.3,33.3,not in demand
EV1605,Li-ion,Truck,40.1,414.2,25.1,82.0,117.9,82.84,in demand
EV1119,LiFePO4,Sedan,30.7,318.9,71.8,95.0,86.2,63.78,in demand
EV0058,Li-ion,Sedan,5.9,342.7,78.2,53.1,16.5,68.54,in demand
EV3491,NiMH,Sedan,29.6,220.9,11.2,59.9,117.9,44.18,in demand
EV2838,Li-ion,SUV,29.7,188.2,74.5,25.6,80.0,37.64,not in demand
EV2959,NiMH,Hatchback,14.6,191.0,68.0,49.5,6.7,38.2,not in demand
EV1995,Li-ion,Sedan,5.2,34.3,35.8,57.3,24.1,6.86,not in demand
EV2913,NiMH,Truck,28.0,31.1,20.2,34.6,108.2,6.22,not in demand
EV1920,Li-ion,Hatchback,-3.4,479.3,21.6,66.1,79.4,95.86,in demand
EV2377,Li-ion,Hatchback,4.4,88.8,5.2,69.7,72.6,17.76,not in demand
EV1343,LiFePO4,Sedan,17.1,103.0,1.6,30.8,16.6,20.6,not in demand
EV0321,Li-ion,Truck,-0.7,366.2,9.9,43.3,10.0,73.24,in demand
EV1620,NiMH,Truck,2.3,277.4,31.7,63.6,61.4,55.48,in demand
EV0648,Li-ion,SUV,30.9,24.6,92.9,99.1,93.3,4.92,not in demand
EV2061,NiMH,Truck,-0.5,477.2,30.0,65.6,46.4,95.44,in demand
EV2220,Li-ion,SUV,38.9,330.7,67.9,61.4,39.7,66.14,in demand
EV1674,NiMH,Sedan,3.2,382.7,27.7,53.1,52.3,76.54,in demand
EV0261,Li-ion,Truck,-9.2,125.0,96.4,76.3,7.1,25.0,not in demand
EV1946,NiMH,Truck,32.0,335.4,36.6,97.9,26.0,67.08,in demand
EV2040,Li-ion,Hatchback,1.0,421.7,37.7,38.3,99.7,84.34,in demand
EV0902,Li-ion,Sedan,41.5,470.6,70.8,80.1,110.7,94.12,in demand
EV0761,Li-ion,Truck,16.3,417.1,53.2,73.6,81.0,83.42,in demand
EV2027,Li-ion,Hatchback,-7.9,82.6,65.5,75.8,93.2,16.52,not in demand
EV1918,Li-ion,Truck,4.6,293.8,99.5,25.6,90.9,58.76,in demand
EV1829,NiMH,Hatchback,29.3,4.1,68.1,79.9,21.0,0.82,not in demand
EV1574,NiMH,Hatchback,32.7,248.3,93.2,85.7,106.2,49.66,in demand
EV3069,NiMH,SUV,30.5,416.3,70.0,35.9,50.8,83.26,in demand
EV3446,Li-ion,Hatchback,0.8,315.2,22.9,88.8,60.6,63.04,in demand
EV0225,Li-ion,Sedan,11.7,293.3,73.1,92.5,47.4,58.66,in demand
EV0724,Li-ion,Sedan,36.0,464.9,81.6,43.1,51.0,92.98,in demand
EV3201,Li-ion,SUV,20.1,188.4,23.6,35.8,19.9,37.68,not in demand
EV1142,Li-ion,Truck,5.5,255.1,32.3,50.7,113.9,51.02,in demand
EV2763,Li-ion,Hatchback,23.1,235.2,60.1,56.9,27.5,47.04,in demand
EV0847,LiFePO4,Sedan,6.5,363.9,70.4,96.6,101.6,72.78,in demand
EV2552,Li-ion,Truck,28.4,433.9,49.3,55.2,11.4,86.78,in demand
EV2929,Li-ion,SUV,2.5,470.6,69.1,51.5,86.0,94.12,in demand
EV0118,LiFePO4,Truck,25.9,7.9,91.2,84.6,43.8,1.58,not in demand
EV0646,LiFePO4,Sedan,3.3,454.6,87.9,98.3,8.2,90.92,in demand
EV0004,LiFePO4,Truck,-3.0,443.5,53.7,72.6,118.1,88.7,in demand
EV0512,NiMH,Truck,35.4,193.1,5.5,33.0,84.4,38.62,not in demand
EV0468,NiMH,Sedan,-9.0,163.9,31.7,32.1,29.3,32.78,not in demand
EV0006,Li-ion,Truck,24.3,187.2,58.9,29.3,58.3,37.44,not in demand
EV0920,LiFePO4,Truck,30.7,442.0,92.8,28.4,20.9,88.4,in demand
EV2596,Li-ion,Hatchback,6.4,48.3,0.1,35.7,101.7,9.66,not in demand
EV1064,LiFePO4,Sedan,6.4,220.4,21.5,36.1,100.3,44.08,in demand
EV2591,LiFePO4,Truck,31.4,269.3,5.2,74.4,56.5,53.86,in demand
EV0243,LiFePO4,SUV,-8.7,264.1,34.0,52.8,49.0,52.82,in demand
EV1161,LiFePO4,Hatchback,31.6,98.5,21.3,69.4,17.1,19.7,not in demand
EV2871,LiFePO4,Truck,43.3,10.2,78.3,48.8,116.5,2.04,not in demand
EV1705,Li-ion,SUV,24.7,315.0,75.0,27.8,89.5,63.0,in demand
EV2398,Li-ion,Sedan,-1.0,161.8,49.8,69.5,105.8,32.36,not in demand
EV0112,NiMH,Sedan,20.3,280.2,76.1,49.6,79.1,56.04,in demand
EV3422,NiMH,Sedan,42.9,197.6,6.3,62.9,11.4,39.52,not in demand
EV2564,LiFePO4,SUV,22.2,269.4,54.7,49.3,55.2,53.88,in demand
EV1606,NiMH,Sedan,41.0,268.9,14.0,63.2,4.3,53.78,in demand
EV0739,NiMH,Truck,35.6,55.5,19.9,46.9,62.3,11.1,not in demand
EV2325,LiFePO4,Sedan,38.7,132.0,72.6,25.7,16.4,26.4,not in demand
EV2710,LiFePO4,Truck,21.9,403.0,85.1,58.2,44.9,80.6,in demand
EV3494,LiFePO4,Hatchback,16.9,220.0,87.9,53.6,54.5,44.0,in demand
EV1313,LiFePO4,Hatchback,18.3,181.8,54.1,59.2,55.3,36.36,not in demand
EV3449,Li-ion,Truck,6.1,484.2,92.0,36.2,70.5,96.84,in demand
EV0001,LiFePO4,Hatchback,0.1,23.9,73.4,94.5,46.5,4.78,not in demand
EV0654,LiFePO4,SUV,2.8,342.2,3.8,53.8,67.4,68.44,in demand
EV2363,LiFePO4,Hatchback,17.5,398.6,61.9,61.9,110.3,79.72,in demand
EV1976,LiFePO4,Sedan,19.0,219.6,8.8,93.6,85.6,43.92,in demand
EV3500,Li-ion,SUV,41.9,370.8,59.3,98.5,73.7,74.16,in demand
EV1762,LiFePO4,Sedan,29.5,411.1,12.7,91.2,10.1,82.22,in demand
EV2740,Li-ion,Hatchback,36.9,306.7,81.7,35.2,4.3,61.34,in demand
EV3386,LiFePO4,SUV,-2.3,441.9,80.5,74.6,103.4,88.38,in demand
EV2473,Li-ion,Sedan,27.2,351.4,48.4,94.0,35.4,70.28,in demand
EV2431,Li-ion,Hatchback,15.9,468.2,99.7,80.6,119.5,93.64,in demand
EV1494,Li-ion,Hatchback,35.4,366.8,7.2,43.1,40.0,73.36,in demand
EV2298,LiFePO4,SUV,35.8,276.3,65.6,97.6,37.5,55.26,in demand
EV2159,LiFePO4,Hatchback,20.6,420.7,50.8,84.5,110.1,84.14,in demand
EV1170,LiFePO4,SUV,2.1,56.8,63.3,47.9,66.4,11.36,not in demand
EV1982,NiMH,Truck,-0.6,103.2,94.4,33.1,8.4,20.64,not in demand
EV0233,LiFePO4,SUV,-1.8,278.4,1.9,85.9,24.0,55.68,in demand
EV0067,NiMH,Sedan,39.2,360.6,4.8,61.3,105.5,72.12,in demand
EV1604,LiFePO4,Sedan,17.1,103.0,11.8,92.1,44.8,20.6,not in demand
EV3284,NiMH,Hatchback,4.5,369.8,33.5,24.4,109.8,73.96,in demand
EV1882,NiMH,SUV,43.3,84.4,12.9,81.5,72.5,16.88,not in demand
EV0126,Li-ion,SUV,18.8,347.6,5.2,25.3,27.4,69.52,in demand
EV1297,NiMH,Hatchback,-5.6,214.4,87.9,30.6,38.4,42.88,in demand
EV1977,LiFePO4,Truck,20.7,421.6,38.2,23.4,68.6,84.32,in demand
EV2727,NiMH,Sedan,41.5,40.2,18.3,31.7,88.9,8.04,not in demand
EV1426,LiFePO4,SUV,39.5,308.4,7.1,86.6,73.7,61.68,in demand
EV2076,LiFePO4,Sedan,1.3,206.0,90.8,51.6,47.6,41.2,in demand
EV3087,Li-ion,Truck,15.1,283.7,82.9,37.2,60.6,56.74,in demand
EV0612,NiMH,Hatchback,37.8,55.5,55.7,52.6,102.3,11.1,not in demand
EV3346,LiFePO4,SUV,37.3,295.7,43.3,81.3,85.5,59.14,in demand
EV3152,LiFePO4,Sedan,23.0,376.1,88.2,35.4,55.6,75.22,in demand
EV2798,LiFePO4,Truck,16.6,284.6,1.8,77.7,45.0,56.92,in demand
EV0919,LiFePO4,Sedan,35.5,461.5,11.5,89.4,106.3,92.3,in demand
EV1647,LiFePO4,Truck,-4.3,169.3,95.1,71.1,71.3,33.86,not in demand
EV0365,LiFePO4,Hatchback,42.6,456.9,36.4,46.6,114.0,91.38,in demand
EV3288,Li-ion,Sedan,27.6,481.0,49.2,32.5,18.7,96.2,in demand
EV2126,NiMH,Truck,18.6,366.9,19.9,41.3,21.9,73.38,in demand
EV0041,Li-ion,Hatchback,40.8,263.7,74.2,73.4,87.7,52.74,in demand
EV0526,Li-ion,Truck,16.7,156.4,30.7,89.1,11.3,31.28,not in demand
EV0056,LiFePO4,Truck,39.2,59.9,16.0,59.4,85.2,11.98,not in demand
EV0639,NiMH,SUV,31.4,2.3,13.0,53.8,0.3,0.46,not in demand
EV0303,Li-ion,Truck,8.2,353.9,44.5,91.7,10.0,70.78,in demand
EV2767,Li-ion,SUV,44.6,384.7,51.0,70.4,51.7,76.94,in demand
EV1277,LiFePO4,SUV,36.9,226.0,42.1,23.5,94.6,45.2,in demand
EV2056,Li-ion,SUV,-8.5,416.5,15.9,37.3,26.0,83.3,in demand
EV3425,Li-ion,Sedan,8.6,260.9,22.1,44.9,13.1,52.18,in demand
EV1252,Li-ion,Truck,21.4,4.2,94.5,68.3,72.9,0.84,not in demand
EV2879,NiMH,SUV,-3.8,218.0,2.7,36.4,11.4,43.6,in demand
EV0843,LiFePO4,Sedan,35.6,248.6,44.0,89.4,35.6,49.72,in demand
EV2287,Li-ion,Truck,42.1,389.3,81.3,51.1,7.4,77.86,in demand
EV2262,NiMH,Truck,-1.8,368.0,85.4,75.5,71.9,73.6,in demand
EV2297,LiFePO4,SUV,4.6,90.2,70.1,89.7,101.6,18.04,not in demand
EV1754,Li-ion,SUV,5.2,125.6,54.3,98.8,26.1,25.12,not in demand
EV1969,LiFePO4,SUV,20.5,440.9,41.8,35.5,23.4,88.18,in demand
EV2766,Li-ion,Hatchback,30.5,326.4,28.3,85.5,111.8,65.28,in demand
EV3118,NiMH,SUV,13.1,47.0,70.2,35.5,104.9,9.4,not in demand
EV2394,Li-ion,Sedan,-3.8,304.1,11.1,84.9,28.0,60.82,in demand
EV0524,LiFePO4,Truck,-5.5,165.5,21.7,93.7,55.7,33.1,not in demand
EV1447,Li-ion,SUV,18.8,351.2,84.9,51.0,19.2,70.24,in demand
EV3123,NiMH,SUV,37.0,448.9,89.4,57.6,112.0,89.78,in demand
EV1678,NiMH,Truck,4.9,159.1,16.2,90.1,6.7,31.82,not in demand
EV1970,Li-ion,Truck,22.3,419.3,16.6,89.5,85.2,83.86,in demand
EV0672,LiFePO4,Sedan,5.4,450.8,86.9,87.1,37.8,90.16,in demand
EV1795,Li-ion,Truck,-2.8,439.6,26.8,64.3,99.1,87.92,in demand
EV0667,Li-ion,Sedan,19.4,65.0,8.5,94.9,15.2,13.0,not in demand
EV0413,NiMH,Hatchback,12.9,51.0,88.0,55.3,103.2,10.2,not in demand
EV1888,LiFePO4,Sedan,43.1,186.8,29.3,58.8,32.2,37.36,not in demand
EV3267,NiMH,Hatchback,29.4,255.4,44.4,59.8,33.8,51.08,in demand
EV0281,LiFePO4,SUV,22.9,374.6,6.5,40.0,76.3,74.92,in demand
EV1720,Li-ion,Truck,39.8,173.8,61.1,88.9,8.9,34.76,not in demand
EV2948,Li-ion,Truck,37.5,296.1,1.5,43.6,57.7,59.22,in demand
EV0900,Li-ion,SUV,13.0,399.6,68.5,76.4,10.2,79.92,in demand
EV1743,LiFePO4,Hatchback,9.0,68.9,42.4,28.2,113.2,13.78,not in demand
EV0761,Li-ion,Truck,16.3,417.1,53.2,73.6,81.0,83.42,in demand
EV1907,Li-ion,Truck,1.6,37.1,99.0,34.3,62.8,7.42,not in demand
EV0042,LiFePO4,Truck,7.9,443.2,94.9,66.0,28.5,88.64,in demand
EV3226,Li-ion,Hatchback,23.4,78.0,93.5,56.0,92.0,15.6,not in demand
EV1127,LiFePO4,SUV,6.0,129.3,67.8,33.7,107.7,25.86,not in demand
EV2828,Li-ion,Sedan,-4.6,321.4,93.4,48.1,114.9,64.28,in demand
EV1092,NiMH,Truck,43.7,440.8,60.4,33.0,48.4,88.16,in demand
EV2594,LiFePO4,SUV,19.1,166.5,28.5,94.7,79.3,33.3,not in demand
EV3439,Li-ion,Truck,5.0,244.6,71.9,70.0,95.8,48.92,in demand
EV3032,LiFePO4,Hatchback,33.1,286.5,51.5,94.2,37.2,57.3,in demand
EV3429,Li-ion,Truck,7.9,447.7,1.3,44.4,12.1,89.54,in demand
EV2833,Li-ion,Sedan,38.3,102.6,62.6,78.5,1.5,20.52,not in demand
EV3473,Li-ion,Hatchback,6.1,24.3,34.7,93.7,80.8,4.86,not in demand
EV0138,LiFePO4,Hatchback,44.8,231.3,63.6,62.8,42.0,46.26,in demand
EV2181,Li-ion,Sedan,26.5,135.7,96.9,76.8,79.4,27.14,not in demand
EV2129,Li-ion,Sedan,32.9,396.5,69.6,87.7,14.6,79.3,in demand
EV3178,LiFePO4,Sedan,14.5,112.4,45.5,93.2,14.2,22.48,not in demand
EV2999,NiMH,SUV,44.7,240.9,4.1,89.8,8.4,48.18,in demand
EV1921,NiMH,Sedan,24.2,71.0,84.7,37.1,47.1,14.2,not in demand
EV3366,Li-ion,Sedan,44.1,81.3,60.2,93.9,26.4,16.26,not in demand
EV1332,Li-ion,SUV,18.3,326.5,66.6,53.1,16.4,65.3,in demand
EV2018,LiFePO4,Truck,-3.2,76.3,94.7,57.7,99.0,15.26,not in demand
EV2483,NiMH,Sedan,25.0,168.5,65.4,86.9,62.5,33.7,not in demand
EV1359,LiFePO4,SUV,-5.1,139.0,46.1,24.0,42.8,27.8,not in demand
EV1330,LiFePO4,Truck,-9.6,431.1,70.1,23.0,63.6,86.22,in demand
EV2151,NiMH,Hatchback,2.2,228.7,1.0,35.8,21.6,45.74,in demand
EV2123,NiMH,Hatchback,41.2,73.4,7.9,45.9,49.7,14.68,not in demand
EV0450,Li-ion,Hatchback,32.5,228.5,45.2,44.2,108.3,45.7,in demand
EV1253,Li-ion,Sedan,23.6,41.3,86.5,47.1,114.2,8.26,not in demand
EV3279,LiFePO4,Truck,28.2,236.1,95.1,74.0,16.7,47.22,in demand
EV3375,LiFePO4,Truck,37.8,86.8,85.2,26.2,21.0,17.36,not in demand
EV2815,LiFePO4,Truck,9.6,408.9,52.2,25.2,106.2,81.78,in demand
EV1849,Li-ion,Truck,-7.7,228.2,90.1,44.8,68.7,45.64,in demand
EV3038,Li-ion,Hatchback,-0.5,244.4,49.4,55.6,21.0,48.88,in demand
EV0389,Li-ion,Sedan,3.4,402.4,11.5,46.6,56.2,80.48,in demand
EV0236,NiMH,Truck,8.8,92.1,14.8,58.8,27.7,18.42,not in demand
EV1078,Li-ion,Truck,8.8,12.7,27.7,57.0,114.0,2.54,not in demand
EV1985,LiFePO4,Truck,27.9,356.5,97.9,44.2,4.1,71.3,in demand
EV1762,LiFePO4,Sedan,29.5,411.1,12.7,91.2,10.1,82.22,in demand
EV2244,Li-ion,Hatchback,-4.8,25.0,89.4,37.1,0.2,5.0,not in demand
EV0771,NiMH,Sedan,40.8,180.9,70.7,73.9,48.4,36.18,not in demand
EV2166,Li-ion,Truck,40.5,39.8,4.7,97.8,103.4,7.96,not in demand
EV0674,NiMH,SUV,38.8,159.9,44.8,45.4,114.0,31.98,not in demand
EV0250,LiFePO4,Sedan,35.9,118.3,85.1,73.2,84.3,23.66,not in demand
EV1575,Li-ion,Truck,-6.1,138.5,10.7,70.9,70.8,27.7,not in demand
EV3420,Li-ion,Truck,2.3,120.3,84.3,70.4,23.0,24.06,not in demand
EV2082,NiMH,Sedan,10.3,324.8,72.6,82.8,117.3,64.96,in demand
EV1824,LiFePO4,Hatchback,11.0,448.3,24.4,60.5,32.8,89.66,in demand
EV0717,NiMH,Sedan,16.2,379.2,71.5,54.7,44.4,75.84,in demand
EV1155,LiFePO4,SUV,19.5,308.7,51.1,31.7,79.5,61.74,in demand
EV2049,LiFePO4,Sedan,19.3,395.8,46.1,77.2,105.3,79.16,in demand
EV2887,Li-ion,Hatchback,9.4,249.4,4.0,67.2,67.6,49.88,in demand
EV2725,Li-ion,SUV,-7.0,213.6,81.7,63.5,89.5,42.72,in demand
EV3436,LiFePO4,Hatchback,5.1,233.0,58.2,86.8,25.0,46.6,in demand
EV1461,LiFePO4,SUV,11.3,55.8,52.5,47.3,88.6,11.16,not in demand
EV1669,LiFePO4,Hatchback,21.5,127.4,36.3,45.2,51.1,25.48,not in demand
EV2757,Li-ion,SUV,17.9,4.0,13.5,65.4,17.4,0.8,not in demand
EV2001,NiMH,Sedan,5.7,112.3,97.6,98.6,113.7,22.46,not in demand
EV0405,NiMH,Truck,-2.8,313.7,96.5,65.3,7.8,62.74,in demand
EV0385,LiFePO4,Truck,28.5,176.0,40.7,71.0,116.8,35.2,not in demand
EV1771,Li-ion,SUV,1.0,273.3,97.3,22.7,49.2,54.66,in demand
EV2153,Li-ion,Sedan,17.5,415.9,39.9,26.0,48.9,83.18,in demand
EV1634,Li-ion,SUV,14.9,225.7,50.7,47.4,39.5,45.14,in demand
EV0615,LiFePO4,Truck,12.6,217.6,38.2,69.2,92.3,43.52,in demand
EV0187,LiFePO4,SUV,6.4,374.8,24.5,78.9,29.3,74.96,in demand
EV0563,Li-ion,Truck,-5.2,52.8,76.2,79.4,21.2,10.56,not in demand
EV0224,NiMH,Truck,7.9,181.3,83.8,51.0,91.7,36.26,not in demand
EV2194,LiFePO4,Hatchback,14.4,47.8,80.2,43.3,88.7,9.56,not in demand
EV3137,LiFePO4,Hatchback,21.3,262.2,68.8,71.3,19.9,52.44,in demand
EV1825,NiMH,Sedan,-8.4,320.7,83.9,72.0,11.1,64.14,in demand
EV3165,Li-ion,Sedan,4.0,15.3,28.9,52.4,118.9,3.06,not in demand
EV0798,NiMH,Sedan,-6.0,235.2,64.5,49.9,32.1,47.04,in demand
EV2872,NiMH,SUV,41.3,8.4,97.5,31.1,47.4,1.68,not in demand
EV0010,LiFePO4,Sedan,32.8,88.0,7.2,44.2,24.1,17.6,not in demand
EV1945,NiMH,SUV,7.6,302.1,75.3,21.4,85.4,60.42,in demand
EV1839,Li-ion,SUV,-4.5,136.7,56.5,52.5,109.8,27.34,not in demand
EV0256,LiFePO4,Hatchback,-6.3,433.2,43.8,45.2,36.1,86.64,in demand
EV3389,Li-ion,Hatchback,-4.8,126.4,88.1,23.6,21.7,25.28,not in demand
EV1582,NiMH,Truck,-8.9,385.3,38.0,37.4,16.3,77.06,in demand
EV2957,LiFePO4,Truck,33.7,247.3,63.5,36.6,104.5,49.46,in demand
EV0925,LiFePO4,Truck,18.5,207.0,20.5,62.2,7.7,41.4,in demand
EV3042,Li-ion,Sedan,19.0,152.2,24.8,46.5,40.3,30.44,not in demand
EV2509,LiFePO4,SUV,14.5,266.1,64.0,31.0,104.1,53.22,in demand
EV2424,Li-ion,Hatchback,37.0,312.3,50.9,70.4,89.9,62.46,in demand
EV1472,NiMH,SUV,33.4,370.9,67.3,97.2,99.7,74.18,in demand
EV2780,LiFePO4,SUV,13.5,485.3,56.9,49.5,26.8,97.06,in demand
EV0540,NiMH,Sedan,6.8,283.6,28.2,59.8,101.8,56.72,in demand
EV2746,NiMH,SUV,-4.2,499.1,10.3,34.2,38.7,99.82,in demand
EV1122,NiMH,Sedan,5.1,416.5,52.1,83.4,53.9,83.3,in demand
EV3356,NiMH,Truck,31.8,175.8,82.5,84.4,44.1,35.16,not in demand
EV1146,NiMH,SUV,-2.8,224.0,61.9,23.1,46.0,44.8,in demand
EV0668,LiFePO4,Hatchback,-7.9,163.8,94.4,65.3,108.8,32.76,not in demand
EV3020,Li-ion,Truck,1.7,445.4,48.6,49.5,87.2,89.08,in demand
EV0358,LiFePO4,SUV,34.6,331.8,39.3,53.5,107.6,66.36,in demand
EV2832,Li-ion,SUV,36.8,372.9,74.6,89.7,77.8,74.58,in demand
EV2784,LiFePO4,SUV,5.7,295.8,22.9,71.2,109.6,59.16,in demand
EV1354,LiFePO4,SUV,-6.2,133.1,15.5,36.8,22.6,26.62,not in demand
EV0471,LiFePO4,Sedan,-2.7,216.7,12.3,49.1,88.9,43.34,in demand
EV2704,Li-ion,Truck,4.3,410.5,61.3,64.7,81.6,82.1,in demand
EV3331,LiFePO4,SUV,0.3,339.3,28.7,88.2,50.9,67.86,in demand
EV1461,LiFePO4,SUV,11.3,55.8,52.5,47.3,88.6,11.16,not in demand
EV1397,LiFePO4,SUV,21.3,344.1,84.0,77.3,16.2,68.82,in demand
EV0161,LiFePO4,SUV,15.7,407.7,98.3,59.3,86.7,81.54,in demand
EV2106,Li-ion,Sedan,40.6,261.5,96.6,24.7,92.4,52.3,in demand
EV3377,NiMH,SUV,35.8,46.3,92.2,96.3,25.6,9.26,not in demand
EV1257,LiFePO4,Sedan,19.4,496.1,0.6,42.3,34.3,99.22,in demand
EV2412,NiMH,SUV,36.3,457.2,3.2,47.8,4.9,91.44,in demand
EV1251,NiMH,Hatchback,27.4,279.9,84.6,57.0,41.8,55.98,in demand
EV1138,Li-ion,Truck,-9.1,328.7,85.0,23.9,71.8,65.74,in demand
EV1646,Li-ion,Sedan,-9.0,312.6,73.4,76.5,58.4,62.52,in demand
EV3285,NiMH,Hatchback,-1.0,123.8,9.5,35.4,55.5,24.76,not in demand
EV2934,Li-ion,Truck,12.1,413.3,49.4,83.4,107.7,82.66,in demand
EV1558,Li-ion,Sedan,36.1,417.1,85.5,62.8,51.6,83.42,in demand
EV1853,LiFePO4,Sedan,-4.3,486.1,20.7,46.1,25.2,97.22,in demand
EV0848,Li-ion,SUV,13.7,334.6,89.0,91.9,109.1,66.92,in demand
EV2106,Li-ion,Sedan,40.6,261.5,96.6,24.7,92.4,52.3,in demand
EV0134,NiMH,Hatchback,-2.5,464.2,27.1,41.9,25.1,92.84,in demand
EV0929,NiMH,SUV,41.1,81.4,32.9,99.3,19.6,16.28,not in demand
EV0824,NiMH,Sedan,6.6,477.6,13.0,28.3,65.2,95.52,in demand
EV0897,Li-ion,Hatchback,17.1,9.0,41.2,63.1,115.9,1.8,not in demand
EV1532,Li-ion,SUV,-8.6,440.1,72.3,92.5,35.0,88.02,in demand
EV1215,Li-ion,Sedan,44.3,141.0,88.9,75.7,99.7,28.2,not in demand
EV0505,Li-ion,Hatchback,7.2,456.7,26.6,94.9,10.8,91.34,in demand
EV0483,NiMH,Hatchback,-7.8,165.6,3.7,48.1,3.7,33.12,not in demand
EV1997,LiFePO4,SUV,-5.8,227.5,75.8,88.2,34.8,45.5,in demand
EV3073,NiMH,SUV,14.1,356.1,89.7,34.2,70.1,71.22,in demand
EV1959,Li-ion,Hatchback,16.1,49.0,15.1,61.9,78.2,9.8,not in demand
EV1385,NiMH,Hatchback,2.4,346.9,40.1,43.4,96.1,69.38,in demand
EV0895,NiMH,Hatchback,37.1,68.4,96.8,34.5,79.2,13.68,not in demand
EV0456,LiFePO4,SUV,11.3,135.7,4.3,57.5,79.9,27.14,not in demand
EV1683,Li-ion,Hatchback,33.5,38.3,34.3,41.7,20.0,7.66,not in demand
EV0454,NiMH,Hatchback,9.8,372.1,30.2,75.1,32.6,74.42,in demand
EV1493,NiMH,Sedan,22.6,220.6,90.7,99.0,106.5,44.12,in demand
EV1470,LiFePO4,Sedan,14.0,472.1,38.3,50.1,73.9,94.42,in demand
EV0795,NiMH,Hatchback,12.7,335.4,95.8,86.3,21.2,67.08,in demand
EV1857,LiFePO4,SUV,44.9,67.4,57.5,33.1,27.8,13.48,not in demand
EV2743,Li-ion,Hatchback,41.4,19.0,67.2,37.4,39.5,3.8,not in demand
EV0714,NiMH,Hatchback,37.6,293.1,57.8,32.8,104.6,58.62,in demand
EV1664,LiFePO4,Hatchback,34.9,403.6,79.3,75.4,70.3,80.72,in demand
EV2215,Li-ion,SUV,17.7,152.4,70.4,86.6,57.8,30.48,not in demand
EV2924,Li-ion,SUV,-8.8,165.1,10.4,68.8,57.5,33.02,not in demand
EV1811,LiFePO4,SUV,39.4,420.8,86.1,20.8,17.4,84.16,in demand
EV3487,Li-ion,Truck,16.8,371.6,16.4,95.7,93.5,74.32,in demand
EV3142,Li-ion,Truck,5.7,72.7,31.5,80.4,92.0,14.54,not in demand
EV1828,NiMH,Hatchback,24.7,417.1,94.2,52.4,20.9,83.42,in demand
EV1156,Li-ion,SUV,29.5,380.3,8.2,86.9,61.5,76.06,in demand
EV1325,Li-ion,Truck,-2.4,72.1,0.1,22.1,107.6,14.42,not in demand
EV1803,NiMH,Truck,-5.5,316.9,48.7,33.0,99.5,63.38,in demand
EV0511,LiFePO4,Hatchback,34.7,381.5,31.8,52.0,70.1,76.3,in demand
EV1681,NiMH,Sedan,9.2,379.2,61.3,65.3,51.1,75.84,in demand
EV0500,LiFePO4,Hatchback,24.8,186.3,96.1,49.2,119.4,37.26,not in demand
EV1113,LiFePO4,Hatchback,8.6,324.1,97.5,56.7,95.6,64.82,in demand
EV1857,LiFePO4,SUV,44.9,67.4,57.5,33.1,27.8,13.48,not in demand
EV1389,Li-ion,Truck,-2.5,131.2,79.5,87.9,35.8,26.24,not in demand
EV2241,Li-ion,Sedan,11.3,359.4,65.2,91.9,88.1,71.88,in demand
EV2387,NiMH,Hatchback,19.7,196.4,57.2,47.7,34.3,39.28,not in demand
EV3237,LiFePO4,Hatchback,3.0,92.1,32.4,96.2,4.0,18.42,not in demand
EV1541,Li-ion,SUV,30.0,344.8,56.3,43.2,119.8,68.96,in demand
EV1218,LiFePO4,Hatchback,40.0,77.7,66.9,44.9,19.6,15.54,not in demand
EV2682,Li-ion,Sedan,-7.3,359.5,25.7,66.9,48.5,71.9,in demand
